customer_id,company_name,industry,region,employee_count,segment,recency,frequency,monetary,R_score,F_score,M_score,RFM_total,products_owned,crosssell_opportunity_score,relationship_manager
SME0669,Company 669 Ltd,Retail,Central,25,Champions,27,37,1980336.0,5,5,5,5.0,7,0.0,RM007
SME0670,Company 670 Ltd,Manufacturing,East,10,Loyal Customers,55,10,127430.0,4,3,3,3.3333333333333335,6,0.48,RM004
SME0671,Company 671 Ltd,Retail,West,50,Loyal Customers,156,14,135199.0,3,3,3,3.0,6,0.43,RM008
SME0672,Company 672 Ltd,Food & Beverage,South,25,Loyal Customers,94,13,184184.0,4,3,4,3.6666666666666665,7,0.0,RM013
SME0673,Company 673 Ltd,Retail,South,50,Champions,11,107,33097132.0,5,5,5,5.0,7,0.0,RM013
SME0674,Company 674 Ltd,Healthcare,East,50,Lost,334,2,6171.0,1,1,2,1.3333333333333333,2,0.95,RM017
SME0675,Company 675 Ltd,Healthcare,Central,25,Can't Lose Them,243,9,70476.0,2,3,3,2.6666666666666665,6,0.38,RM017
SME0676,Company 676 Ltd,Food & Beverage,North,100,Champions,13,79,38685258.0,5,5,5,5.0,7,0.0,RM005
SME0677,Company 677 Ltd,Retail,East,25,Can't Lose Them,229,11,47055.0,2,3,2,2.3333333333333335,5,0.67,RM006
SME0678,Company 678 Ltd,Manufacturing,East,10,Lost,314,1,766.0,2,1,1,1.3333333333333333,1,1.14,RM019
SME0679,Company 679 Ltd,Food & Beverage,West,50,At Risk,143,4,9600.0,3,2,2,2.3333333333333335,4,1.0,RM013
SME0680,Company 680 Ltd,Construction,South,50,Lost,282,4,8804.0,2,2,2,2.0,4,0.86,RM014
SME0681,Company 681 Ltd,Construction,East,10,Loyal Customers,137,14,153350.0,3,3,4,3.3333333333333335,6,0.48,RM004
SME0682,Company 682 Ltd,Manufacturing,East,100,Lost,302,2,5409.0,2,1,2,1.6666666666666667,2,1.19,RM007
SME0683,Company 683 Ltd,Retail,Central,100,Champions,44,49,2448567.0,5,5,5,5.0,7,0.0,RM008
SME0684,Company 684 Ltd,Professional Services,Central,10,Loyal Customers,120,16,136564.0,3,4,3,3.3333333333333335,6,0.48,RM013
SME0685,Company 685 Ltd,Food & Beverage,North,500,At Risk,163,6,38243.0,3,2,2,2.3333333333333335,3,1.33,RM006
SME0686,Company 686 Ltd,Professional Services,West,5,Champions,60,32,1328404.0,4,4,4,4.0,6,0.57,RM006
SME0687,Company 687 Ltd,Professional Services,North,10,Lost,525,1,965.0,1,1,1,1.0,1,0.86,RM003
SME0688,Company 688 Ltd,Manufacturing,Central,10,Champions,104,31,2372861.0,4,4,5,4.333333333333333,7,0.0,RM003
SME0689,Company 689 Ltd,Construction,South,100,Hibernating,318,7,120655.0,2,2,3,2.3333333333333335,5,0.67,RM013
SME0690,Company 690 Ltd,Retail,Central,50,Potential Loyalists,120,11,49536.0,3,3,2,2.6666666666666665,6,0.38,RM002
SME0691,Company 691 Ltd,Manufacturing,West,10,New Customers,63,7,75236.0,4,2,3,3.0,4,1.29,RM016
SME0692,Company 692 Ltd,Healthcare,Central,25,Hibernating,218,7,110476.0,2,2,3,2.3333333333333335,6,0.33,RM006
SME0693,Company 693 Ltd,Healthcare,West,50,Champions,100,23,886989.0,4,4,4,4.0,7,0.0,RM008
SME0694,Company 694 Ltd,Manufacturing,West,5,Can't Lose Them,205,18,205252.0,2,4,4,3.3333333333333335,7,0.0,RM008
SME0695,Company 695 Ltd,Retail,West,100,Lost,353,2,2716.0,1,1,1,1.0,2,0.71,RM006
SME0696,Company 696 Ltd,Professional Services,West,100,Lost,274,5,26374.0,2,2,2,2.0,4,0.86,RM014
SME0697,Company 697 Ltd,Manufacturing,West,25,Champions,43,23,1692660.0,5,4,5,4.666666666666667,7,0.0,RM003
SME0698,Company 698 Ltd,Professional Services,South,200,Loyal Customers,175,19,198074.0,3,4,4,3.6666666666666665,6,0.52,RM010
SME0699,Company 699 Ltd,Retail,North,25,Loyal Customers,105,13,153932.0,4,3,4,3.6666666666666665,5,1.05,RM003
SME0700,Company 700 Ltd,Healthcare,East,500,Lost,207,2,2980.0,2,1,1,1.3333333333333333,1,1.14,RM012
SME0701,Company 701 Ltd,Healthcare,North,50,Can't Lose Them,183,18,245263.0,2,4,4,3.3333333333333335,7,0.0,RM017
SME0702,Company 702 Ltd,Retail,West,50,Lost,285,1,2417.0,2,1,1,1.3333333333333333,1,1.14,RM005
SME0703,Company 703 Ltd,Manufacturing,South,10,Lost,540,3,7457.0,1,2,2,1.6666666666666667,3,0.95,RM020
SME0704,Company 704 Ltd,Retail,Central,100,Loyal Customers,119,13,143975.0,3,3,4,3.3333333333333335,7,0.0,RM009
SME0705,Company 705 Ltd,Retail,South,25,At Risk,117,7,64408.0,3,2,3,2.6666666666666665,3,1.52,RM020
SME0706,Company 706 Ltd,Food & Beverage,West,10,Champions,60,34,2680339.0,4,4,5,4.333333333333333,7,0.0,RM007
SME0707,Company 707 Ltd,Manufacturing,South,5,Champions,17,64,22359247.0,5,5,5,5.0,7,0.0,RM004
SME0708,Company 708 Ltd,Construction,South,25,Lost,585,1,1370.0,1,1,1,1.0,1,0.86,RM013
SME0709,Company 709 Ltd,Manufacturing,West,25,Champions,20,64,24758003.0,5,5,5,5.0,7,0.0,RM013
SME0710,Company 710 Ltd,Professional Services,South,50,Champions,33,31,516565.0,5,4,4,4.333333333333333,7,0.0,RM010
SME0711,Company 711 Ltd,Construction,East,100,Lost,660,1,746.0,1,1,1,1.0,1,0.86,RM018
SME0712,Company 712 Ltd,Professional Services,East,5,Champions,36,57,2348506.0,5,5,5,5.0,7,0.0,RM017
SME0713,Company 713 Ltd,Healthcare,South,50,Lost,472,2,3620.0,1,1,1,1.0,2,0.71,RM020
SME0714,Company 714 Ltd,Healthcare,Central,10,Lost,312,2,2604.0,2,1,1,1.3333333333333333,2,0.95,RM020
SME0715,Company 715 Ltd,Manufacturing,West,100,Loyal Customers,73,9,129633.0,4,3,3,3.3333333333333335,6,0.48,RM013
SME0716,Company 716 Ltd,Food & Beverage,East,100,Can't Lose Them,198,17,150449.0,2,4,4,3.3333333333333335,7,0.0,RM017
SME0717,Company 717 Ltd,Construction,Central,25,Loyal Customers,78,13,151526.0,4,3,4,3.6666666666666665,6,0.52,RM004
SME0718,Company 718 Ltd,Food & Beverage,South,50,Loyal Customers,94,15,127508.0,4,3,3,3.3333333333333335,7,0.0,RM001
SME0719,Company 719 Ltd,Retail,Central,10,Lost,531,2,5461.0,1,1,2,1.3333333333333333,1,1.14,RM001
SME0720,Company 720 Ltd,Professional Services,North,25,Champions,3,78,8059577.0,5,5,5,5.0,7,0.0,RM015
SME0721,Company 721 Ltd,Food & Beverage,East,100,Lost,387,2,1606.0,1,1,1,1.0,2,0.71,RM013
SME0722,Company 722 Ltd,Retail,South,25,Can't Lose Them,273,12,42452.0,2,3,2,2.3333333333333335,6,0.33,RM017
SME0723,Company 723 Ltd,Retail,West,25,Loyal Customers,137,14,91454.0,3,3,3,3.0,6,0.43,RM008
SME0724,Company 724 Ltd,Professional Services,South,25,At Risk,163,5,41697.0,3,2,2,2.3333333333333335,3,1.33,RM018
SME0725,Company 725 Ltd,Professional Services,West,100,Lost,271,4,10681.0,2,2,2,2.0,4,0.86,RM013
SME0726,Company 726 Ltd,Construction,South,10,Can't Lose Them,221,12,39756.0,2,3,2,2.3333333333333335,6,0.33,RM014
SME0727,Company 727 Ltd,Retail,Central,10,Champions,36,42,2644103.0,5,5,5,5.0,7,0.0,RM008
SME0728,Company 728 Ltd,Construction,Central,50,Champions,60,59,2383250.0,4,5,5,4.666666666666667,7,0.0,RM008
SME0729,Company 729 Ltd,Retail,Central,100,Lost,255,1,1805.0,2,1,1,1.3333333333333333,1,1.14,RM015
SME0730,Company 730 Ltd,Retail,North,5,Loyal Customers,146,19,150577.0,3,4,4,3.6666666666666665,7,0.0,RM013
SME0731,Company 731 Ltd,Retail,West,10,Champions,26,60,21283265.0,5,5,5,5.0,7,0.0,RM007
SME0732,Company 732 Ltd,Construction,Central,5,Lost,417,2,2170.0,1,1,1,1.0,2,0.71,RM005
SME0733,Company 733 Ltd,Professional Services,North,10,Loyal Customers,108,8,109525.0,4,3,3,3.3333333333333335,6,0.48,RM017
SME0734,Company 734 Ltd,Healthcare,West,25,Lost,212,3,6829.0,2,2,2,2.0,3,1.14,RM016
SME0735,Company 735 Ltd,Manufacturing,South,50,Lost,247,1,976.0,2,1,1,1.3333333333333333,1,1.14,RM002
SME0736,Company 736 Ltd,Food & Beverage,North,50,Champions,7,60,17970206.0,5,5,5,5.0,7,0.0,RM018
SME0737,Company 737 Ltd,Manufacturing,East,50,Lost,240,4,5962.0,2,2,2,2.0,3,1.14,RM017
SME0738,Company 738 Ltd,Construction,North,25,Lost,198,3,1714.0,2,2,1,1.6666666666666667,3,0.95,RM007
SME0739,Company 739 Ltd,Healthcare,North,100,Loyal Customers,105,13,115552.0,4,3,3,3.3333333333333335,7,0.0,RM013
SME0740,Company 740 Ltd,Manufacturing,West,25,Loyal Customers,173,8,64287.0,3,3,3,3.0,6,0.43,RM018
SME0741,Company 741 Ltd,Healthcare,South,200,Champions,15,39,1492434.0,5,5,4,4.666666666666667,7,0.0,RM014
SME0742,Company 742 Ltd,Manufacturing,East,50,Champions,107,24,1722454.0,4,4,5,4.333333333333333,6,0.62,RM018
SME0743,Company 743 Ltd,Professional Services,Central,5,Loyal Customers,36,18,71916.0,5,4,3,4.0,6,0.57,RM013
SME0744,Company 744 Ltd,Healthcare,Central,50,Champions,6,92,10288343.0,5,5,5,5.0,7,0.0,RM011
SME0745,Company 745 Ltd,Manufacturing,North,10,Champions,33,59,2378177.0,5,5,5,5.0,7,0.0,RM016
SME0746,Company 746 Ltd,Food & Beverage,West,50,Can't Lose Them,186,18,212646.0,2,4,4,3.3333333333333335,6,0.48,RM017
SME0747,Company 747 Ltd,Manufacturing,West,5,Champions,71,57,2056552.0,4,5,5,4.666666666666667,7,0.0,RM008
SME0748,Company 748 Ltd,Healthcare,Central,10,Lost,390,3,5004.0,1,2,2,1.6666666666666667,3,0.95,RM019
SME0749,Company 749 Ltd,Food & Beverage,East,100,Lost,551,1,1617.0,1,1,1,1.0,1,0.86,RM020
SME0750,Company 750 Ltd,Professional Services,South,10,Champions,98,57,2475030.0,4,5,5,4.666666666666667,7,0.0,RM015
SME0751,Company 751 Ltd,Retail,East,100,Champions,111,58,3236459.0,4,5,5,4.666666666666667,7,0.0,RM009
SME0752,Company 752 Ltd,Food & Beverage,South,10,Champions,39,27,530872.0,5,4,4,4.333333333333333,7,0.0,RM020
SME0753,Company 753 Ltd,Professional Services,Central,50,Champions,34,52,1867992.0,5,5,5,5.0,7,0.0,RM010
SME0754,Company 754 Ltd,Manufacturing,South,50,Loyal Customers,55,17,113878.0,4,4,3,3.6666666666666665,7,0.0,RM012
SME0755,Company 755 Ltd,Retail,West,25,Champions,31,52,2190238.0,5,5,5,5.0,7,0.0,RM020
SME0756,Company 756 Ltd,Construction,North,10,Lost,604,1,2660.0,1,1,1,1.0,1,0.86,RM001
SME0757,Company 757 Ltd,Professional Services,North,10,Potential Loyalists,173,14,54316.0,3,3,2,2.6666666666666665,7,0.0,RM020
SME0758,Company 758 Ltd,Healthcare,Central,5,Loyal Customers,117,10,79647.0,3,3,3,3.0,6,0.43,RM009
SME0759,Company 759 Ltd,Food & Beverage,West,10,Loyal Customers,103,19,116728.0,4,4,3,3.6666666666666665,6,0.52,RM015
SME0760,Company 760 Ltd,Construction,East,50,Loyal Customers,82,16,64355.0,4,4,3,3.6666666666666665,5,1.05,RM001
SME0761,Company 761 Ltd,Retail,West,200,Lost,397,3,6581.0,1,2,2,1.6666666666666667,3,0.95,RM012
SME0762,Company 762 Ltd,Manufacturing,North,100,Champions,23,21,1468644.0,5,4,4,4.333333333333333,7,0.0,RM003
SME0763,Company 763 Ltd,Manufacturing,North,50,Loyal Customers,106,14,133005.0,4,3,3,3.3333333333333335,7,0.0,RM011
SME0764,Company 764 Ltd,Professional Services,West,50,Lost,359,1,1086.0,1,1,1,1.0,1,0.86,RM002
SME0765,Company 765 Ltd,Retail,West,50,New Customers,63,7,110181.0,4,2,3,3.0,6,0.43,RM016
SME0766,Company 766 Ltd,Professional Services,North,10,Lost,185,6,41756.0,2,2,2,2.0,4,0.86,RM009
SME0767,Company 767 Ltd,Construction,East,100,Loyal Customers,91,13,122338.0,4,3,3,3.3333333333333335,7,0.0,RM015
SME0768,Company 768 Ltd,Food & Beverage,Central,50,Champions,8,118,13452404.0,5,5,5,5.0,7,0.0,RM012
SME0769,Company 769 Ltd,Manufacturing,Central,25,Lost,614,2,4083.0,1,1,1,1.0,2,0.71,RM001
SME0770,Company 770 Ltd,Construction,West,5,Loyal Customers,171,9,101136.0,3,3,3,3.0,6,0.43,RM013
SME0771,Company 771 Ltd,Retail,Central,25,Loyal Customers,114,10,84524.0,3,3,3,3.0,7,0.0,RM014
SME0772,Company 772 Ltd,Construction,North,25,Can't Lose Them,197,12,114864.0,2,3,3,2.6666666666666665,6,0.38,RM008
SME0773,Company 773 Ltd,Retail,North,100,Champions,67,38,2931466.0,4,5,5,4.666666666666667,7,0.0,RM008
SME0774,Company 774 Ltd,Manufacturing,West,25,Loyal Customers,86,15,93112.0,4,3,3,3.3333333333333335,6,0.48,RM012
SME0775,Company 775 Ltd,Construction,West,25,Champions,16,28,694526.0,5,4,4,4.333333333333333,7,0.0,RM001
SME0776,Company 776 Ltd,Retail,West,200,Potential Loyalists,153,14,61374.0,3,3,2,2.6666666666666665,6,0.38,RM011
SME0777,Company 777 Ltd,Manufacturing,East,5,Lost,718,1,778.0,1,1,1,1.0,1,0.86,RM008
SME0778,Company 778 Ltd,Professional Services,Central,25,Loyal Customers,168,10,93761.0,3,3,3,3.0,4,1.29,RM010
SME0779,Company 779 Ltd,Professional Services,West,5,Lost,493,1,1559.0,1,1,1,1.0,1,0.86,RM019
SME0780,Company 780 Ltd,Professional Services,South,50,Champions,70,24,477613.0,4,4,4,4.0,7,0.0,RM011
SME0781,Company 781 Ltd,Professional Services,South,100,Can't Lose Them,205,17,134614.0,2,4,3,3.0,7,0.0,RM007
SME0782,Company 782 Ltd,Healthcare,North,10,Loyal Customers,76,12,149728.0,4,3,4,3.6666666666666665,7,0.0,RM011
SME0783,Company 783 Ltd,Manufacturing,Central,100,At Risk,170,3,1893.0,3,2,1,2.0,2,1.43,RM017
SME0784,Company 784 Ltd,Manufacturing,West,10,Lost,233,2,1992.0,2,1,1,1.3333333333333333,2,0.95,RM001
SME0785,Company 785 Ltd,Retail,South,100,Lost,550,4,3998.0,1,2,1,1.3333333333333333,4,0.57,RM008
SME0786,Company 786 Ltd,Food & Beverage,Central,50,Lost,605,2,4466.0,1,1,1,1.0,1,0.86,RM006
SME0787,Company 787 Ltd,Professional Services,North,100,Champions,29,41,1780813.0,5,5,5,5.0,7,0.0,RM018
SME0788,Company 788 Ltd,Healthcare,East,5,New Customers,65,7,44699.0,4,2,2,2.6666666666666665,6,0.38,RM006
SME0789,Company 789 Ltd,Healthcare,Central,200,Champions,76,23,358305.0,4,4,4,4.0,6,0.57,RM005
SME0790,Company 790 Ltd,Food & Beverage,Central,50,Loyal Customers,141,9,76123.0,3,3,3,3.0,6,0.43,RM013
SME0791,Company 791 Ltd,Retail,East,10,Loyal Customers,42,13,95854.0,5,3,3,3.6666666666666665,7,0.0,RM019
SME0792,Company 792 Ltd,Professional Services,Central,100,Champions,56,28,1815506.0,4,4,5,4.333333333333333,7,0.0,RM008
SME0793,Company 793 Ltd,Healthcare,North,10,Lost,306,2,2110.0,2,1,1,1.3333333333333333,2,0.95,RM009
SME0794,Company 794 Ltd,Professional Services,North,100,Lost,649,2,4394.0,1,1,1,1.0,1,0.86,RM017
SME0795,Company 795 Ltd,Retail,East,5,Champions,19,67,25669841.0,5,5,5,5.0,7,0.0,RM003
SME0796,Company 796 Ltd,Food & Beverage,West,50,Loyal Customers,152,16,83234.0,3,4,3,3.3333333333333335,6,0.48,RM019
SME0797,Company 797 Ltd,Food & Beverage,South,25,Loyal Customers,102,16,116978.0,4,4,3,3.6666666666666665,7,0.0,RM011
SME0798,Company 798 Ltd,Professional Services,West,5,Lost,519,2,2081.0,1,1,1,1.0,2,0.71,RM017
SME0799,Company 799 Ltd,Professional Services,Central,10,Champions,28,23,1856975.0,5,4,5,4.666666666666667,7,0.0,RM019
SME0800,Company 800 Ltd,Food & Beverage,South,5,Champions,26,58,3556451.0,5,5,5,5.0,7,0.0,RM002
